names,scores,logfoldchanges,pvals,pvals_adj
PDCD5P1,2.1955795,1.122882,0.02812204896575885,0.10381228638750159
CWF19L2,2.1953094,-0.08953179,0.028141410965262043,0.10386924807239777
TBC1D22B,2.1947231,0.5293468,0.028183470148573416,0.10400995688298781
ABHD11,2.190952,0.66849655,0.028455265072078326,0.10499833843635606
ANKRD36C,2.1906962,0.24628036,0.028473783883716273,0.10505199974972546
ATG2B,2.190587,0.9832204,0.028481693954147052,0.10506651134718865
RIC1,2.190262,0.6245181,0.028505227190166398,0.10513864335672152
SARNP,2.1898253,0.18463188,0.028536908932567908,0.10524080597409885
KBTBD8,2.1895206,1.9270792,0.028559020725421057,0.10530765213756096
AREG,2.1890147,0.32806045,0.028595767238389826,0.10542843572959242
AL162390.1,2.1889083,0.6131224,0.028603497535696038,0.10544222197475782
AC107075.1,-2.1888134,-0.8300542,0.028610393643558864,0.10545292969626467
TMEM156,2.1886525,0.040953904,0.02862209940631981,0.10548135950829535
KCTD6,2.187845,0.16667442,0.028680899547617444,0.10568331465105339
VPS16,2.1872702,0.4935152,0.028722813523143625,0.105823000039249
ZNF746,2.1871407,0.4697416,0.028732251433182282,0.10584301211163913
NDRG3,2.1864681,0.37871328,0.028781371623445004,0.10600917862699247
BMF,2.1854565,1.809758,0.02885539800902541,0.10626702194012425
FES,2.1847868,1.570772,0.028904488542414473,0.10643297383840981
PIGC,2.18412,-0.1048036,0.028953439804497688,0.10659836672726156
PIGN,2.1830277,0.09869416,0.02903377276833498,0.10687923596759233
RAB11FIP5,2.1825018,0.3651353,0.029072527824007818,0.1070069915171756
AC006504.5,2.1822488,0.64150685,0.02909117998247178,0.10706072922926653
TNK2,2.1819642,0.29593432,0.029112175970575627,0.10712307648225738
SMYD3,2.1813176,0.40362248,0.029159942631680806,0.1072838997812292
RIN3,2.181076,0.31570184,0.02917779280077795,0.10733462625961478
AFAP1,2.179935,0.16815624,0.029262283393112903,0.10763045068161532
RPS7P4,2.1798515,0.004143118,0.02926846349217036,0.1076381967515508
FAM83G,2.1793916,1.1217923,0.02930258078506799,0.10774866866269955
RNF38,2.1790957,0.20329359,0.029324561891454184,0.10781449000448365
SULT1A3,2.1783829,0.1990655,0.029377545482559907,0.107994260699768
PEX14,2.178084,0.20942955,0.029399788905882317,0.10806099372473717
RPL23AP2,2.1773624,-0.22368912,0.029453532240742878,0.1082434722215088
UBTD2,2.1765835,1.0200444,0.029511652770993876,0.10844198417380503
ARFGEF2,2.1759713,0.5208866,0.029557403433417666,0.10859499356291123
WDYHV1,2.1757011,0.46984485,0.029577613259303998,0.1086541354714699
ATAD2,2.1755288,0.58906865,0.029590519361236887,0.10868643424494348
ALDH3A2,2.1736403,0.80372196,0.029732158351544743,0.10919149619791663
ZCCHC7,2.1724648,-0.010491537,0.029820626497157755,0.10950117471228742
KANSL2,2.172367,0.15435557,0.029827990995819217,0.10951299640210448
ST3GAL4,2.172252,0.58441246,0.029836657113764233,0.10952959301731988
KLHL42,2.16972,0.36755708,0.03002807797893574,0.11021697974485722
ATR,2.1680758,0.5885052,0.03015292466207752,0.11064448188501223
AC010168.2,2.1681101,0.321341,0.030150300927054584,0.11064448188501223
AP4M1,2.1679235,0.61372674,0.030164515172265996,0.11067164155690427
RPL18P13,2.167699,-0.21427338,0.03018157986766612,0.1107188753268174
MPND,2.1674204,1.1064022,0.03020281292038219,0.11078138516680515
TRIM52,2.1652503,0.04167664,0.030368519698969403,0.11137372160560406
CKAP5,2.1649284,0.6153375,0.03039316777166354,0.11144864573592655
NR4A2,2.1645088,0.79086643,0.030425324096997115,0.11154610055784851
UNG,2.1644714,0.41393948,0.03042818874793392,0.11154610055784851
NUP37,2.1639254,0.14494279,0.030470083169754227,0.11168418387137995
HIC1,2.1623359,0.2204966,0.030592300065063076,0.11210591715181224
CRYZL1,2.1623185,-0.17049387,0.03059362841273907,0.11210591715181224
ZFP90,2.162129,0.20902365,0.030608243506845573,0.1121439181044044
AC092368.3,2.16185,0.37828612,0.03062973414830957,0.11220709597869369
CTC1,2.1617782,0.2019792,0.030635275073238807,0.11221183521904468
ZBTB45,2.1607234,0.8583255,0.03071671497500021,0.11249453973378232
AC083799.1,2.1599789,0.78160524,0.030774300741551627,0.11268981643683908
FBXO44,2.1598322,-0.1064528,0.030785650940583376,0.11270502746040735
TCTA,2.159815,0.47143903,0.030786986494389094,0.11270502746040735
WDR89,2.1595132,0.104849584,0.030810366740030813,0.11277499158653562
TMEM131L,2.1590736,0.041163523,0.030844462387686726,0.11288415241483353
MMS22L,2.1589441,0.622742,0.03085449668217058,0.11290523578157156
ZWINT,2.158582,1.9474717,0.030882607617392806,0.11299245163433291
AC013248.2,2.1576767,-0.21906789,0.03095298116594005,0.11323425123291832
RPL4P4,2.1573634,-0.06708504,0.03097736468494024,0.11330776339140539
ABHD10,2.1554952,0.54372907,0.03112311357979544,0.11382511915534269
GBP1P1,2.154696,0.57353324,0.03118562871007825,0.11403796685401624
PDPR,2.154584,0.39783466,0.03119440743125172,0.11403932366004571
ZNF236,2.154581,0.2335386,0.031194632554547706,0.11403932366004571
YES1,2.154127,0.59610057,0.031230219551765116,0.1141536248696229
NME7,2.15346,0.46606657,0.031282537004426195,0.11432903965374741
DOCK11,2.152842,-0.21128906,0.03133108796851763,0.11449064234138806
METTL14,2.1525316,0.20599078,0.03135550074398031,0.11456400631392058
COG7,2.1521811,0.69344455,0.031383097766773685,0.11464898271545364
CIDECP,2.1518965,0.43754116,0.03140550738490889,0.11471498757214058
NIN,2.1515372,-0.18937351,0.03143382196500777,0.11480254027032143
MPHOSPH9,2.151428,-0.04320696,0.03144243393669964,0.11481797799957352
MORC2-AS1,2.1513734,0.52970093,0.03144674068148804,0.11481797799957352
MPP6,2.1505456,0.2692478,0.03151208386017797,0.11504065988474531
KANSL3,2.1504679,0.2167456,0.031518215749838055,0.1150471483988286
PEX5,2.1503386,0.55244637,0.03152843784027252,0.11506856302527971
CACTIN,2.1493442,0.6144247,0.0316071293866429,0.11533982850761125
ELF4,2.149117,0.61407864,0.031625120133574595,0.11538954204240308
URB1,2.1483612,0.73667574,0.03168507667853787,0.11558303883306113
STAG3L4,2.148338,0.57361096,0.031686901978344506,0.11558303883306113
AC110994.2,2.1478438,0.04701616,0.03172616773994398,0.11571029150874101
INPP5F,2.1468723,1.5277334,0.031803451095149614,0.11597614602261597
AC093591.1,-2.1460848,-0.65291315,0.031866219324044015,0.11618900283483893
ARAP1,2.1457658,0.31734002,0.031891677540509845,0.11625392232769785
USP28,2.1457512,0.1066521,0.03189282471730333,0.11625392232769785
TMEM161B-AS1,2.1456535,-0.018449085,0.0319006264577245,0.11626631963209841
RBMS1,2.145343,-0.21213244,0.03192541931042466,0.11634063147329926
SNIP1,2.144866,0.44215575,0.03196355904953174,0.11645488723821311
NAGPA,2.1447856,0.18263109,0.03196999610669037,0.11645488723821311
NR2C2,2.1448114,0.32248303,0.031967926931427346,0.11645488723821311
CENPL,2.144659,0.70509887,0.031980113727368004,0.11647568302689036
RBM41,2.1441848,0.48478562,0.032018079253537904,0.11659788475237373
SPIN1,2.1431012,0.47843593,0.03210496973050886,0.11689819463616925
PAK1,2.1429174,0.8874204,0.032119740416686596,0.11693586079769325
ZDHHC7,2.142607,0.14054532,0.03214467915622571,0.11701052952707126
COQ2,2.141598,0.46248788,0.03222584469646545,0.11728982185984534
AC025678.3,2.1404426,0.6306916,0.03231901920794045,0.11761273932145822
SPATA2L,2.1402528,0.54898095,0.03233433855340125,0.11765228268569909
HSDL1,2.139747,0.6894328,0.03237522056072338,0.11778481509423186
MANEA,2.1393447,1.1734272,0.032407771955060775,0.11788700744220097
RPS7P10,2.138126,-0.08144872,0.032506527277386364,0.11822996292243224
GSR,2.1376257,0.5389358,0.03254712876191213,0.11836134093457928
ABCD3,2.137235,0.31540006,0.03257889349179073,0.1184605513422944
PKD2,2.1362891,1.9378402,0.03265584594007939,0.11872401950418296
ADAL,2.1356137,0.26938218,0.03271090723310692,0.11889148013463817
UBN2,2.135651,0.4391832,0.032707859213197674,0.11889148013463817
RP2,2.1353579,0.8818654,0.03273178097995806,0.11895098397393288
TOMM20,2.1350389,0.18866627,0.032757830512642375,0.11902927824838558
FADS3,2.1347716,0.9559765,0.03277966946236735,0.11909225346476146
UVRAG,2.1343174,0.43243796,0.0328168007764406,0.11921076261701645
RPL7P23,2.1333632,-0.18881424,0.032894940893416595,0.1194781878476858
EMP1,2.1306672,2.4174066,0.03311657158322748,0.12026664209331546
C16orf54,-2.1304717,-1.3156717,0.033132688193803585,0.12030863415067217
ST7,2.1302476,1.6474475,0.03315118315992015,0.12035924956508043
BORA,2.1288075,1.1140903,0.033270188514839774,0.12077471565843183
GYS1,2.1282327,0.6100227,0.033317797634990265,0.12093092643446116
SLC2A6,2.126787,0.813854,0.03343779230766913,0.12134979021546954
ZNF513,2.1258903,0.81443745,0.03351240803924767,0.12160387589574555
AL133243.3,2.1253412,0.77835554,0.03355815650940928,0.12175315778338273
ZNF212,2.124637,0.7143659,0.033616917302949655,0.12194960251873264
CARD8-AS1,2.1242316,0.4184366,0.03365077461994673,0.12205566521952121
KLHL21,2.1239386,0.23155491,0.033675285323154766,0.1221278020916608
MARS2,2.123726,0.81141907,0.033693077153561096,0.12217555564055506
AL590682.1,2.1235073,-0.014026097,0.03371135821161076,0.1222250698436608
ARHGAP11B,2.1227572,0.8580775,0.03377420381422702,0.12243612304773296
FARP2,2.122533,1.0503378,0.033793004691959165,0.12248747207594472
EEF1A1P6,2.1223347,0.011339603,0.033809643696951615,0.12253097208140763
ZNF346,2.1216908,0.9010671,0.03386370847196969,0.1227100778808722
TCF12,2.1214867,0.44220632,0.03388086049593476,0.12275539417205104
EDRF1,2.1212308,0.23291707,0.033902371411189944,0.12281648878152177
RPL24P7,2.1210299,-0.06685098,0.03391929831122233,0.1228609626244165
SLC35A5,2.1202881,0.5120433,0.03398174843620215,0.12307029385667727
ATP23,2.1201847,0.37913597,0.03399047021700942,0.12308500865315088
CENPC,2.120044,0.05736795,0.034002344604772784,0.12311113395341881
ALG14,2.118072,0.8469644,0.03416895874260986,0.12369743628113902
NEK9,2.117802,0.28861862,0.03419184351996853,0.12376332453727479
MIR210HG,2.11748,-0.20813826,0.03421912758979101,0.1238451165646957
MGME1,2.1165574,0.70899534,0.03429742879053071,0.12411150097874557
AL031595.3,2.1162498,1.6577598,0.0343235631920782,0.12418906320661548
TMEM19,2.1159365,0.13553809,0.03435020358217778,0.12426843470370218
FAM193B,2.113867,0.44573647,0.03452662098463955,0.12488955728562116
TAF1A,2.1137693,0.60106343,0.03453497091002466,0.12490266001955531
SCLT1,2.112039,0.5813953,0.03468309962643882,0.1254212280496186
FRS2,2.1115592,0.88234264,0.03472428783624339,0.12555298818031344
SCAI,2.111421,0.05650414,0.03473613408997792,0.12557863473689337
INTS6L,2.110967,0.6754102,0.03477515239078673,0.12570249366049877
APC,2.1103232,0.8660789,0.034830533619194234,0.12588545803271023
SLC27A2,2.1087768,0.81875443,0.03496385521843586,0.1263500280223055
ETV3,2.1073742,0.13500507,0.03508516294036547,0.12677106193715204
GPATCH1,2.1067188,0.6368081,0.0351419625315908,0.12694852977708015
PKD1,2.1066613,0.73346084,0.035146948694306776,0.12694852977708015
KISS1R,2.1066413,0.3368111,0.03514869399391905,0.12694852977708015
ACTR8,2.1058652,0.60679954,0.03521606917273493,0.12717448708907284
MFSD1,2.1050978,0.50768626,0.03528280410669388,0.12739807086221844
LRRC8D,2.104494,0.2910415,0.03533536805555925,0.12757043236237708
ZNF274,2.103652,-0.074032374,0.035408818935185334,0.12781814404530625
C9orf40,2.1018815,0.57840455,0.035563666222611194,0.1283595712570202
NBAS,2.1000533,0.78944707,0.035724146794187624,0.12892117993476807
AKTIP,2.099927,-0.13115877,0.035735272031695145,0.128943715798605
ZNF224,2.099855,-0.076857544,0.03574159450578123,0.12894891804489145
ACSL1,2.0990934,0.8724717,0.03580867140865125,0.12917327943972776
MYB,2.0987484,0.67803115,0.035839081152985126,0.12926532751697845
TMEM14A,2.0981622,0.2448753,0.035890828263315175,0.12943430012514154
TRMT10A,2.0979495,1.0769724,0.035909615015486826,0.12948437678574615
DHRS3,-2.0975125,-1.5033281,0.035948230323441126,0.1296059286497427
DCP1B,2.0964432,0.59125936,0.036042885604696005,0.1299294634569612
DUSP1,2.0961876,0.6189625,0.036065563101515985,0.12998125496219556
MAU2,2.0961702,0.2628695,0.03606709235911641,0.12998125496219556
PA2G4P4,2.0960007,0.89670146,0.03608213300369457,0.1300177242168045
LAYN,2.0955725,2.1055684,0.03612014081061314,0.130136931708223
CEBPD,2.0951068,0.4593805,0.0361615034575708,0.13026819216648766
NAT14,2.0939426,1.3949699,0.03626508676411149,0.1306235299669837
AC004967.1,2.0926178,0.042324163,0.036383300368653976,0.1310314607060848
PCMTD1,2.0923848,-0.0062087737,0.03640410497195567,0.1310725032079381
AKT3,2.092379,0.09203228,0.036404618794089696,0.1310725032079381
RPS18P9,2.0921607,-0.15299447,0.036424148615339824,0.131124949777528
TNKS,2.0914679,0.5629299,0.03648613776226506,0.1313302124903328
ASB2,2.091396,2.3359663,0.0364925733149509,0.1313354838551972
ATG2A,2.0905712,0.2191534,0.03656652277427095,0.1315837008575645
UMAD1,2.0897434,0.063982815,0.03664085820424627,0.13183323896992868
LRRC40,2.089611,0.0732454,0.03665274313977432,0.13185804381166086
C1orf56,2.089433,-0.19814646,0.03666876716214089,0.13187977517339533
CASZ1,2.0894847,0.8945706,0.03666411441192305,0.13187977517339533
RPL36AP13,2.0890937,0.1592222,0.036699280983415905,0.13197155350236126
PLAGL1,2.088634,1.4719839,0.036740690203797936,0.1321024816527411
SERBP1P5,2.0884328,1.1704973,0.03675881924924602,0.13214968084978634
AC007216.3,2.088358,0.42390648,0.036765554835140025,0.13215591275434008
ALDH16A1,2.088039,0.43128783,0.03679432243169712,0.13224132752624648
EFNA4,2.0879183,0.2933919,0.03680521246691145,0.13226247461585972
PAPSS1,2.0878034,0.470412,0.03681558648123737,0.13228176184336887
TMEM63B,2.0877256,0.944229,0.03682259034875387,0.1322889362270978
LINC00969,2.0871594,-0.14633591,0.03687372699777772,0.13245463865143267
FAM133DP,2.0869179,0.6081854,0.03689554984317206,0.13251501180758643
CHAC1,2.086662,1.1113482,0.03691868366751375,0.13257419483213784
AC144521.1,2.0866249,0.65975344,0.03692206379920023,0.13257419483213784
AP002784.2,2.0858228,0.48377123,0.03699467017508009,0.13281684821655335
NUP43,2.0855699,0.16550232,0.03701759631830576,0.1328810998273965
RPS27AP2,2.0846243,-0.07795903,0.03710341602679071,0.13317107070069428
DUOX1,2.0843139,0.28022403,0.037131624752373665,0.13325421433818424
EXOC6,2.084133,0.38000974,0.037148088273059245,0.13329519111425034
PPIL2,2.0825088,0.13363324,0.037296015298039796,0.1338078115391379
TCEANC2,2.0823882,0.48675585,0.03730703163757084,0.133829161692413
SLC12A9,2.0808532,0.31001297,0.037447338179285666,0.1343142376726483
ST13,2.0807123,0.20407695,0.03746023521478825,0.13434225795774477
KLF16,2.080445,0.7461675,0.03748472365777975,0.1343935946585074
AGL,2.0804596,0.4768287,0.037483406728374,0.1343935946585074
SKIV2L,2.0799162,0.0957549,0.03753321405362519,0.13453187922078325
AP000240.1,2.0799134,1.5150527,0.03753347773415569,0.13453187922078325
TRMT2B,2.0789993,0.20961766,0.03761740813552056,0.13481442253668655
SERP1,2.0786977,0.1675447,0.03764515605035145,0.13488201028522695
FAM160B2,2.0786831,0.18054925,0.037646477813900965,0.13488201028522695
RPL32P3,2.0781457,-0.1796115,0.03769594013281099,0.1350409136689988
GRK5,2.0770333,0.14745079,0.03779847895973498,0.13538988803093793
WASHC2C,2.0760388,0.55254304,0.03789035530407397,0.13570058114865585
CLK2,2.0758433,0.40388146,0.037908434243522936,0.13574692771941935
PATZ1,2.0751593,0.104229726,0.03797176832187071,0.1359552946285166
PIP5K1C,2.0744035,0.5798542,0.03804185978663297,0.13618779614672671
HMGCL,2.0729203,0.21900375,0.03817969737988171,0.13666272927468834
MTERF1,2.072745,0.42216,0.03819602016712237,0.136702635168704
MCOLN2,2.0714803,0.11180947,0.03831393414851081,0.13710607343947656
KRBA1,2.0706668,1.0244418,0.03838993768803238,0.1373594466031711
ZNF91,2.0700088,-0.19755353,0.038451532561025355,0.13756120382698575
SNX25,2.0690026,0.9577762,0.038545835489881615,0.1378799043653767
G6PC3,2.0688617,0.72054446,0.03855905357239056,0.13790851433363457
AC091429.1,2.0685744,-0.042702574,0.03858604120417362,0.13798635741936477
PTPN22,2.0681345,-0.076847345,0.03862736334848266,0.13811543370779697
STK32C,2.067965,0.24230608,0.03864330807520772,0.13815374822016074
UBE2NL,2.0674102,1.0359994,0.03869550532663665,0.1383216412839589
ARL4C,2.0671632,-0.12865251,0.038718783493862034,0.13838612823428503
TRAPPC13,2.0668354,0.35039213,0.03874965893870072,0.13847774775604937
DIP2B,2.0655162,0.3889492,0.03887418499408091,0.1389039718073597
MORN2,2.0649757,0.9557001,0.038925287180279135,0.13906776028437792
CD40,2.0645647,0.9973021,0.0389641956608112,0.1391879461004099
GADD45G,2.0630157,1.5164328,0.03911114776778129,0.13969400081448988
PPARA,2.0629523,0.544186,0.03911715579746676,0.13969657423209944
RPL26P30,2.0623918,1.2695177,0.039170443059253615,0.13986796940471424
CPEB4,2.0620642,0.49641705,0.03920162415650951,0.1399603932722948
MCM2,2.0607333,0.9639728,0.03932847990388079,0.14039433036894075
RPL12P32,2.0588882,0.4296455,0.03950495581198767,0.14098621269116768
PUDP,2.0589254,0.67232543,0.039501375655418884,0.14098621269116768
ZNF526,2.0586092,0.100104325,0.0395316779840217,0.1410625246269386
ZWILCH,2.0583506,1.017611,0.039556485472548794,0.14113198462994453
DOLK,2.0574913,0.8515243,0.03963899635423522,0.14140727567902978
SLC37A4,2.057198,0.8049307,0.039667177273566764,0.1414887030602989
MRPL30,2.0550451,0.108822905,0.03987463493883427,0.142209483677646
ACYP2,2.054936,-0.17659116,0.03988518465264748,0.14222790910014124
ZNF44,2.0546947,-0.12792291,0.039908513476348134,0.14229189285359214
CBFA2T2,2.0545855,-0.09354443,0.03991907079441614,0.14231032929273707
MAP3K3,2.054157,-0.007250597,0.039960489457571975,0.14243876571357955
VPS52,2.0539129,0.68212634,0.03998413388168133,0.14248459902266264
NUDT18,2.0539675,0.43714726,0.039978847627729075,0.14248459902266264
IRF5,2.0535018,2.3340132,0.04002393892786522,0.14260721058316914
RRN3P3,2.0533092,0.39934915,0.04004260040631431,0.14265446369131934
ABR,2.0531971,0.23397808,0.04005346645623998,0.14265470258477492
STK3,2.053246,0.6600817,0.04004872966545705,0.14265470258477492
DTX2,2.0520072,0.8753941,0.04016896804179986,0.14304679008819954
B9D2,2.0516162,0.29677385,0.040206972182212426,0.14316283086981837
NAIF1,2.051122,0.6803452,0.040255079909992435,0.14331481083708397
PIBF1,2.0509179,0.26049182,0.040274952562144535,0.14336624180704105
NIPSNAP1,2.0506964,0.18858661,0.04029651399685886,0.14342366964798747
SLC39A8,2.050389,-0.11692948,0.0403264922424803,0.1435110351624905
NDC1,2.0501015,0.29430616,0.04035452638903778,0.14359145955533714
AC132942.1,2.0497854,-0.21652499,0.04038538303586056,0.14367453699227697
AC027290.2,2.0497508,0.08812079,0.040388750425497395,0.14367453699227697
RPL7P1,2.0489202,-0.15652424,0.040469920332478454,0.14392452485988433
MED20,2.0489748,0.79982156,0.0404645796583082,0.14392452485988433
SYNC,2.0487564,0.02770374,0.04048594594091959,0.14396213886394285
TTC39C,2.0486643,-0.07726179,0.040494945131618464,0.14397476118656435
LSM14B,2.0466323,0.64775914,0.040694204077204255,0.14466373408500222
RBM4B,2.0454252,0.1988705,0.040812968757830526,0.14506641121779665
SUCLG2,2.045103,-0.1296898,0.0408446889054415,0.14515962885146144
CCDC22,2.0446606,0.026316829,0.04088833821998407,0.14529521126724668
AACS,2.0432694,0.7953311,0.04102577920513273,0.14576399765997938
AC133644.2,2.0427377,0.18315086,0.04107841676952268,0.14593139317611795
SETD4,2.0403433,0.42195645,0.04131613745627907,0.14675616450590118
OXSM,2.0395415,0.22711998,0.04139601822715964,0.14702013732511865
RNVU1-19,2.0385067,2.3641627,0.04149928342122304,0.14736707903074095
SNX13,2.038389,0.49971867,0.04151105800367656,0.14738908109892954
RNVU1-4,2.0373514,2.2753356,0.041614853928523377,0.1477377641482918
ROCK2,2.0355923,0.36695275,0.041791320230828086,0.1482646274336616
WWC3,2.0356555,0.089040644,0.04178496571265091,0.1482646274336616
UBASH3B,2.0357158,0.57157075,0.0417789007992039,0.1482646274336616
NECAB3,2.035621,0.83643156,0.041788431712075205,0.1482646274336616
PSEN2,2.0357733,1.7652714,0.041773125383957964,0.1482646274336616
DENND5A,2.0355089,0.27169567,0.041799697890974694,0.14827443854451547
CCNJ,2.034868,1.1224717,0.041864166716082535,0.14848319031264606
CHST14,2.0342443,0.7750223,0.04192698172763403,0.14868602110658943
PANX1,2.033609,0.78358394,0.04199103658830507,0.14889319375426385
NINJ2,2.033126,1.9840196,0.04203978526582401,0.1490460449172129
GTPBP2,2.0328214,1.0330833,0.042070567994522017,0.14913516790759046
THAP9-AS1,2.0327122,0.14851993,0.04208160795573851,0.14915429060780944
ZBED4,2.0315366,0.59829646,0.0422005880664785,0.14953588207032753
EXOC1,2.031551,0.051019285,0.04219913182526467,0.14953588207032753
ZNF275,2.0301828,0.427303,0.04233795676208628,0.15000252348857712
DBR1,2.0288405,0.53439736,0.042474532105858546,0.1504662293157392
SLC35E4,2.0284498,1.8129224,0.04251437564355355,0.15058718387219264
AC093752.1,2.027458,0.33154812,0.042615591147824025,0.1509254581937682
POLR3C,2.0272799,0.22395602,0.04263380218410845,0.15096971635225107
DCUN1D4,2.0265555,0.32384792,0.04270788898078449,0.15119153515641515
CD99L2,2.0266101,0.8279985,0.04270229927966217,0.15119153515641515
SCAMP1,2.0263975,0.36274815,0.04272407318220081,0.1512083072302405
SLCO3A1,2.0264003,0.106046334,0.042723778877714946,0.1512083072302405
SVIP,2.0262508,0.05410428,0.04273908498411605,0.1512411767051093
MED26,2.0256875,0.57499695,0.04279681891027694,0.15142519828706533
KLHL28,2.0244832,0.0019598505,0.04292046107409252,0.1518423381865994
TM7SF3,2.024423,0.16482349,0.042926665874726495,0.15184395667562914
IMPACT,2.0240865,0.5340401,0.0429612493604899,0.1519459448599924
SCPEP1,2.023532,0.6643459,0.04301834879916511,0.15212752981849045
TAF1,2.0233219,0.27925155,0.04303996270913579,0.15218359405451923
AC069213.3,2.0229628,0.0865064,0.0430769941433355,0.152284250151402
IL15,2.022934,0.3500898,0.04307995782102871,0.152284250151402
SBF2-AS1,2.0227213,0.713488,0.043101894392369326,0.15234141135068865
AL133260.1,2.0223763,-0.19507924,0.043137487277443445,0.1524468183346784
KDM3A,2.02225,-0.14402375,0.043150544224120804,0.15247256632356182
C2CD3,2.0221004,0.97111076,0.043165979466923125,0.15250671001820126
TMEM268,2.0215917,1.2050159,0.04321855363423924,0.1526720399808264
ZBED6CL,2.0211778,1.2773044,0.04326136574610222,0.15280284532246263
AL596275.1,2.0210025,-0.13923642,0.04327951223472649,0.15284650624802484
AC067942.1,2.0208185,-0.17642199,0.043298558087069,0.1528933312831279
AL583805.1,2.020258,0.2111442,0.04335663208437503,0.15307793928493763
CEP95,2.0196114,0.10900776,0.04342372230406556,0.15329432700072315
DIS3L,2.0194216,0.2718619,0.04344341873064739,0.15334336978807
IFITM1,-2.0192232,-0.47427228,0.04346401851863685,0.1533955876652933
PYHIN1,2.0191514,-0.18136713,0.04347148424614384,0.15340144434127423
ZNF408,2.0187893,0.6943194,0.04350912800354957,0.15351377695696844
TTC3,2.0185277,-0.1674236,0.04353633228342004,0.15358925075817298
MED9,2.018131,0.59996146,0.043577614540307744,0.1537143626375074
AL121944.1,2.014929,0.42559552,0.04391207636916352,0.15487345583677747
SLC2A8,2.0141244,1.980916,0.04399648220544921,0.15515043511318313
ST3GAL5,2.013627,0.14318536,0.044048701381115635,0.15531385166009276
HSD17B7,2.0131211,0.16084307,0.04410187977220808,0.15548060629593508
AL357055.1,2.0130465,-0.1640488,0.04410974026330113,0.15548757008090938
RABGAP1,2.0116324,0.3516621,0.044258708014691284,0.15599187109767124
PCSK1N,2.0113392,-0.055545326,0.04428964465294384,0.1560800869322097
AC008560.1,2.01098,0.6078929,0.044327582084587855,0.15619294727591504
VPS11,2.010862,0.70389163,0.04434003153332371,0.15621597987870545
SYTL1,2.0101635,-0.048455495,0.04441387787317766,0.15645528712124715
RBL1,2.0096605,0.50273204,0.04446712365167893,0.15662197132080485
AL590764.1,2.009396,1.1427311,0.04449513731209195,0.1566997504379458
AC018628.1,2.009123,0.586324,0.04452408008668149,0.15678078047316074
WDR53,2.008051,0.6773627,0.044637872222305836,0.15716052560145527
PIP4K2B,2.0074875,0.29302934,0.04469776474642349,0.1573504256629592
TBC1D7,2.0062315,1.1279656,0.04483154471839451,0.15780034791633135
IFT46,2.0057142,0.83735985,0.044886746711073164,0.15797360438344918
IDNK,2.0055332,0.6969797,0.044906080946275934,0.15802059917429545
SHMT1,2.0043776,0.77504027,0.04502961723683734,0.1584342106002454
TRAK1,2.003872,0.8251254,0.045083792902301766,0.1586037028600283
AC122718.1,2.0034637,0.25794443,0.04512754286146257,0.15873647748633218
BANP,2.0029407,0.2462242,0.0451836690871123,0.15891274457954033
BX890604.1,2.0023541,0.109596476,0.0452466497403759,0.15911306883278734
ALAD,2.0021272,0.31740698,0.045271059177411706,0.15917771938610825
SENP3,2.0017047,0.5629085,0.04531650881426319,0.15931632240490134
DENND3,2.0016184,1.1192696,0.04532578897441109,0.15932774676742165
TTLL4,1.9995173,0.93056434,0.0455524110961629,0.16010305988567564
USPL1,1.9992558,0.41603786,0.045580689321644885,0.16018114018061425
DVL1,1.9991034,1.0700325,0.04559716587296715,0.1602177313956367
RPS5P2,1.9989108,0.16014387,0.045618001902999146,0.16026962902622838
CHEK1,1.9976002,1.735787,0.045760024519080594,0.16074722082091603
SKP2,1.9973358,0.6401456,0.04578872331846614,0.16082665116642852
TGFBRAP1,1.9968759,0.72101814,0.04583867039006753,0.16098068213552894
SLF1,1.9967062,-0.021097563,0.04585709995171036,0.16102400062788247
DPEP2,-1.996393,-2.3443537,0.04589116420371439,0.16110079169042443
ZNF771,1.9964304,0.3923219,0.045887100375606,0.16110079169042443
MROH1,1.9958239,0.5725458,0.04595309691305907,0.16129677433811887
TRIB2,1.9933462,0.061442114,0.04622354415949826,0.16222450009218173
ARMCX5,1.9928088,1.1102259,0.04628239084328984,0.16240945226188305
FUT4,1.99038,1.2722958,0.04654908941108805,0.16332363110769538
IL23R,1.9898798,1.6136284,0.04660416753044807,0.16349516746174983
SPTLC1,1.9895666,0.8019314,0.04663869842487489,0.16359458475639865
RLIM,1.9892561,0.2443458,0.046672933757235385,0.16367232379253843
CCR6,1.9892533,2.1433837,0.04667325084984802,0.16367232379253843
AP000936.3,1.989009,-0.20218268,0.04670021034933173,0.16372340199433974
RACGAP1,1.9890176,1.3335611,0.04669925861452984,0.16372340199433974
CD200,1.9889055,1.0235296,0.04671163244022158,0.1637417180669569
SNHG19,1.9887819,-0.18147439,0.04672527857427874,0.16376782434763124
IFIT1,1.9885175,0.3301728,0.04675448622169809,0.16384845814793253
NEK4,1.988322,0.38543683,0.046776084356156114,0.1639024069880165
RNF111,1.9882501,0.46491,0.04678402695719941,0.16390849916578815
PRKD3,1.987546,-0.19394585,0.046861924521554014,0.1641596454335
MACROD1,1.9856461,0.17093843,0.047072633551604307,0.16485405334482844
FAM26F,1.9856921,-0.20034008,0.04706752378533349,0.16485405334482844
PIK3CA,1.9848787,0.06988855,0.047157971665599416,0.16513102868192664
