gene_symb,scores,logfoldchanges,pvals,pvals_adj
MRPS23,13.405365,1.3755842,5.624614939136922e-41,1.4032854052535152e-39
EDF1,13.400977,1.2594122,5.967261969243675e-41,1.4875870980811203e-39
RAB8A,13.399547,1.3644615,6.083336472586881e-41,1.5149680738778082e-39
CD69,13.399505,1.2311153,6.086774095168734e-41,1.5149680738778082e-39
GBP5,13.397144,1.5734801,6.283460754748173e-41,1.5614399975549208e-39
KTN1,13.3937645,1.056876,6.576090873373914e-41,1.6328626592879513e-39
HLA-DRB1,13.387226,1.9306686,7.181314067636175e-41,1.7817284054814285e-39
MED28,13.384173,1.1983594,7.482501946943072e-41,1.8549851026186422e-39
MRPS35,13.381941,1.7831786,7.710731846748022e-41,1.9100532029551213e-39
TMEM248,13.3811865,1.272926,7.789435080265571e-41,1.9279686239468945e-39
ECH1,13.381129,1.1122955,7.795369927235693e-41,1.9279686239468945e-39
TRAF3,13.380545,1.9482487,7.856960619323225e-41,1.9416676712835788e-39
FKBP11,13.380016,1.2919971,7.913006764759902e-41,1.9524362081276385e-39
ITGAL,13.379836,1.4673133,7.932224477034526e-41,1.9556368551214807e-39
MAPKAPK3,13.379194,1.901042,8.000980945256891e-41,1.9710363050899963e-39
CEBPZ,13.3754835,1.2771002,8.410479276190052e-41,2.0702870803206507e-39
JAGN1,13.375008,1.2764627,8.464482757034646e-41,2.081943594701585e-39
ORAI1,13.373335,1.5027114,8.657079091502807e-41,2.1276436690270365e-39
TSG101,13.369787,1.4069495,9.07997726834423e-41,2.2298287705813817e-39
AC113935.1,13.366318,1.2971059,9.513491338650987e-41,2.334458677934961e-39
DDHD1,13.355308,1.9201478,1.1030203326721098e-40,2.70451602476871e-39
DNAJC19,13.35401,1.1937958,1.122410728828823e-40,2.749906285630617e-39
PGLS,13.353686,1.2292229,1.1272872607941371e-40,2.7596944036532624e-39
LARP1,13.349848,1.821833,1.186907260902098e-40,2.9026643442611672e-39
MKKS,13.349809,1.3288416,1.1875420858479623e-40,2.9026643442611672e-39
CBWD1,13.348735,1.7946153,1.2047766803087324e-40,2.9424931854248606e-39
PRPF4B,13.346802,1.3744965,1.2364420423078404e-40,3.0151274755997507e-39
LPXN,13.344699,1.0193943,1.2718297945311424e-40,3.0990087701606693e-39
SEPT2,13.340454,1.0829226,1.3463742263199559e-40,3.2780966874264486e-39
CALM1,13.339819,1.3086127,1.3578959005127435e-40,3.303580306212472e-39
TSEN15,13.334207,1.6914254,1.464044984048386e-40,3.559061529156756e-39
MAD2L2,13.327095,1.5843972,1.610473000132938e-40,3.911987595590569e-39
EIF5A,13.325833,1.2561153,1.637941991224194e-40,3.9756280377690495e-39
POLR2C,13.323974,1.3497982,1.6792665937083834e-40,4.072774307947576e-39
BRD2,13.322233,1.113251,1.7188740087313263e-40,4.165608675494316e-39
RPS15AP17,13.321498,1.1557268,1.7359018775638594e-40,4.203621321608818e-39
MRPS33,13.318841,1.0961236,1.7987746498647444e-40,4.352506419004252e-39
AC016739.1,13.313791,1.2690482,1.924629319875322e-40,4.653441593406657e-39
LRRC59,13.313062,1.4217432,1.9435198274934896e-40,4.695489916562396e-39
ACTR1B,13.312198,1.6288924,1.966122946807488e-40,4.74643605146409e-39
PFDN1,13.308204,1.3253356,2.0740810974651597e-40,5.0032013284076747e-39
PYCR1,13.301818,2.470192,2.2590775764977103e-40,5.4452638951285455e-39
TRAPPC4,13.2970295,1.3699962,2.4084772997358198e-40,5.800910210156021e-39
PNN,13.296923,1.0123909,2.411923073811662e-40,5.8047443016231314e-39
EIF5AL1,13.29683,1.3294032,2.4148998374769007e-40,5.80744460915816e-39
DNAJB9,13.288304,1.2957963,2.706426316970741e-40,6.503523746022322e-39
PSME1,13.285026,1.2686532,2.8276286972709614e-40,6.789561513822935e-39
CIB1,13.282893,1.0126348,2.909321842199798e-40,6.980365992422825e-39
HDGF,13.277841,1.4721414,3.1124031632807944e-40,7.461903173467455e-39
MRPL17,13.271084,1.7268661,3.406185248622239e-40,8.159989771967172e-39
CHD1,13.26978,1.3902187,3.4659779543527474e-40,8.296883465499915e-39
COX6B1,13.265457,1.264073,3.6717627607290188e-40,8.776073572609643e-39
UBE2J2,13.265342,1.3028928,3.6774149117610074e-40,8.782878589027375e-39
USP14,13.264628,1.5120685,3.712548047045274e-40,8.860029870505683e-39
LSM8,13.257004,1.046064,4.109900662556358e-40,9.800845365217223e-39
DEK,13.256004,1.0557564,4.165057846068927e-40,9.92481934689986e-39
CORO1B,13.25478,1.9440625,4.233591029918168e-40,1.0080453896408195e-38
NDUFS2,13.249339,1.4697034,4.551933947192401e-40,1.083021305627213e-38
HIST1H4C,13.246901,1.2006888,4.702224283564244e-40,1.1179297231790434e-38
SUPT16H,13.243377,1.7014071,4.928214694822874e-40,1.1707688187374735e-38
AL033519.2,13.24197,1.2216526,5.021409671641335e-40,1.1920042322119927e-38
PTBP1,13.240936,1.4201068,5.090997138059953e-40,1.2076076620439028e-38
AC017002.3,13.240163,2.7439682,5.1437085933951674e-40,1.2191874320045123e-38
SPAG7,13.238499,1.1798645,5.258978472208794e-40,1.2455663762732947e-38
LMNA,13.236226,1.1189506,5.420507365182282e-40,1.2828534097598068e-38
NAXE,13.235597,1.3258448,5.46607609943518e-40,1.2926609422161247e-38
ASNA1,13.234278,1.426429,5.5628588845337724e-40,1.314556034216128e-38
ARPC3,13.230907,1.211867,5.818094218491159e-40,1.3738336958912271e-38
MRPS26,13.230379,1.469189,5.859135815175467e-40,1.382482302252894e-38
EPRS,13.223301,1.6571366,6.437540459838601e-40,1.5178149799548674e-38
AC114760.2,13.216905,1.1903403,7.008930017738158e-40,1.651291254969146e-38
PAXX,13.216546,1.0415554,7.042407023453829e-40,1.6579308745215252e-38
DDA1,13.213967,1.6157995,7.287937372632104e-40,1.7144448315137774e-38
ZC3H8,13.213202,1.6201935,7.362422406742603e-40,1.73066672655794e-38
TFDP1,13.208238,1.7125072,7.864385348081409e-40,1.8472750910260843e-38
PNO1,13.208005,1.9063755,7.888732219000792e-40,1.851604906365321e-38
MPHOSPH6,13.197963,1.91676,9.013946435720824e-40,2.1141249202161403e-38
ATG12,13.195022,1.1873798,9.372771248446959e-40,2.1966380281446319e-38
MPLKIP,13.193737,1.2078129,9.533974459876474e-40,2.2327470030904435e-38
CARHSP1,13.187668,1.401836,1.0333330512817867e-39,2.4163324248457075e-38
CAST,13.186795,1.0270103,1.0453543648200605e-39,2.4426186952896203e-38
MTHFD1L,13.185259,2.3215413,1.0668754987150115e-39,2.4910468859258555e-38
SMIM15,13.177598,1.5677248,1.1809098269993923e-39,2.755250938388821e-38
AL022718.1,13.176198,1.4680048,1.2030304308654135e-39,2.804771840716825e-38
MRPS10,13.173126,1.2752756,1.2529965443660175e-39,2.9147529569572343e-38
ALG5,13.164489,1.4337792,1.4048511431529501e-39,3.2655749178368234e-38
DPY30,13.164143,1.117463,1.4112997587305872e-39,3.278131064214645e-38
CCM2,13.153155,1.3595765,1.6321832580175602e-39,3.788383246240757e-38
CD3D,13.151885,1.3816543,1.6598442847160318e-39,3.8497321776847167e-38
SNW1,13.150793,1.1951551,1.6839977688318454e-39,3.902861150251214e-38
RFTN1,13.146766,1.7716485,1.7761137756703014e-39,4.113306096894439e-38
SELENOH,13.143256,1.4940915,1.8604602984143302e-39,4.305459896796089e-38
HSPH1,13.143178,1.1216531,1.8623688916949648e-39,4.306693675617507e-38
ELOB,13.142822,1.2960123,1.871163155850997e-39,4.3238368688450595e-38
RPA2,13.139278,1.2791728,1.96086552438118e-39,4.527777318134154e-38
SLC35B1,13.139166,1.6333395,1.9638011760171383e-39,4.531214342098204e-38
MRPL15,13.138094,1.8019463,1.991798380561537e-39,4.592429977449358e-38
MAP2K3,13.136262,1.3657321,2.0406069016681965e-39,4.70150424563156e-38
SLC25A11,13.133245,1.5305392,2.1235718563194995e-39,4.889055764207341e-38
RBBP6,13.128543,1.3550091,2.2596275635954364e-39,5.198471612324519e-38
FAM104A,13.127341,1.6480402,2.2957526931730257e-39,5.277702832301072e-38
IKZF3,13.127161,1.2816535,2.301223951353063e-39,5.286399350023166e-38
NSFL1C,13.124922,1.4513147,2.3702593005737918e-39,5.440996258084018e-38
MAGOHB,13.123289,1.5119405,2.421908838838556e-39,5.555486274935827e-38
TXN2,13.114627,1.3109035,2.7151663142883103e-39,6.219061628872077e-38
MRPL24,13.112943,1.4574366,2.7761267799934888e-39,6.354042807629834e-38
CHCHD1,13.106203,1.2284914,3.0341321774328895e-39,6.939496903404032e-38
FAM50A,13.102473,1.2269197,3.187003026956021e-39,7.283813998322625e-38
SSU72,13.099729,1.0061612,3.3043544349788485e-39,7.546509242423248e-38
C7orf50,13.096081,1.5185481,3.467020990052037e-39,7.912237188011613e-38
RPL41P2,13.0940895,1.0105268,3.5591681136895224e-39,8.11661418847288e-38
CHCHD5,13.091792,1.5078647,3.6685055471754534e-39,8.359867335342841e-38
ARF3,13.090951,1.5041611,3.709338507227024e-39,8.446770763620752e-38
RTN4,13.08985,1.011611,3.7634819502158975e-39,8.563835998779796e-38
MIER1,13.082695,1.2889605,4.1351377128776064e-39,9.402708564118428e-38
NDUFB1,13.080207,1.041758,4.272768549323162e-39,9.708610743676165e-38
ARL2,13.079951,1.0051256,4.2871698256571275e-39,9.734269355413369e-38
DAP3,13.079743,1.4482554,4.298891569724274e-39,9.75381115504614e-38
RALBP1,13.078571,1.2069596,4.365678410226792e-39,9.89817210011666e-38
PPM1K,13.077894,1.5461001,4.4047382270825547e-39,9.97950496585976e-38
EIF4E2,13.077089,1.4894552,4.451626979692741e-39,1.007844485619374e-37
AC019205.3,13.075767,1.0246013,4.529756055162119e-39,1.0247918485778982e-37
ROCK1,13.074609,1.2076175,4.599220590602641e-39,1.039755927165049e-37
CMC2,13.072511,1.3028922,4.727900582286384e-39,1.0680757224528786e-37
UBB,13.070628,1.2523615,4.8463824614099885e-39,1.0940524963893885e-37
EIF2A,13.059837,1.2283485,5.5846942566554565e-39,1.25981528724884e-37
UQCR10,13.0594015,1.0527141,5.6167743729939447e-39,1.2661398300418533e-37
TMED10,13.053567,1.0473328,6.064044444074391e-39,1.364998530470261e-37
MMADHC,13.052038,1.197307,6.186946411140322e-39,1.3916629244196451e-37
TIAL1,13.051116,1.3074689,6.262321097971652e-39,1.407606144282774e-37
YTHDF2,13.048058,1.1273625,6.518850106316922e-39,1.4642160378686452e-37
CHTOP,13.044835,1.2032278,6.800399406570911e-39,1.5263606151909809e-37
COPS6,13.043806,1.1839908,6.892864419186064e-39,1.5460062881743184e-37
SAR1A,13.0334635,1.1456301,7.89409317324795e-39,1.7693053067112856e-37
UBE2K,13.033255,1.318387,7.915818374493841e-39,1.7729055016006911e-37
PARL,13.029261,1.4125078,8.341223535929737e-39,1.8668481067440743e-37
DOK2,13.02872,2.0672219,8.400558443331709e-39,1.8787848958511364e-37
POP4,13.028001,1.6294565,8.480091929901471e-39,1.8952188323850463e-37
ABCF2,13.025652,1.8664876,8.745043077278187e-39,1.953038828763604e-37
CAMTA1,13.025478,1.0317769,8.765002272019996e-39,1.956101112895353e-37
ZCRB1,13.024969,1.2732509,8.823697795699406e-39,1.9677977327716816e-37
STAT5A,13.021979,1.8774054,9.1761016104593e-39,2.04493179733161e-37
MRPL19,13.005901,1.7050244,1.1325529142633272e-38,2.522145398186276e-37
GUK1,13.002616,1.1528969,1.1822804495559068e-38,2.6310151496833687e-37
VSIR,12.99961,1.8280804,1.229686718203753e-38,2.734568241028247e-37
SRSF8,12.997292,1.1339645,1.2675364193092075e-38,2.8167376029091983e-37
MTATP6P1,12.997178,1.0392671,1.2694137842314798e-38,2.81890886511148e-37
CCL20,12.99669,2.6258242,1.277546014623842e-38,2.83495699956677e-37
EI24,12.991499,1.4652683,1.3672294502864318e-38,3.0318216230820444e-37
MIIP,12.9857235,1.8640437,1.4743912104139244e-38,3.2671382299554416e-37
UXS1,12.98201,1.7371973,1.5476457519095556e-38,3.4270393308373475e-37
PPP2R1A,12.981696,1.3094783,1.554013993397695e-38,3.4387089856731617e-37
UBE2G2,12.976731,1.7072364,1.6580692267257986e-38,3.6663704490121103e-37
GNAI3,12.973456,1.1136001,1.7304692161041607e-38,3.82106640517894e-37
GLS,12.970815,1.5798136,1.7911545553403814e-38,3.952279089659103e-37
LYPLA2,12.9651985,1.4618716,1.927304719450892e-38,4.249706906389217e-37
COMT,12.961855,1.5742679,2.013200550247993e-38,4.435983281408509e-37
C7orf73,12.958668,1.1517986,2.0985956325944446e-38,4.62089506695954e-37
RPS27L,12.956444,1.1651386,2.160328347932389e-38,4.753481440766764e-37
STX11,12.946914,1.4182289,2.445926727271474e-38,5.378118803202046e-37
SCAF11,12.946655,1.0299335,2.4541544852808327e-38,5.392423234289695e-37
STAG2,12.943714,1.4178835,2.5499739008358576e-38,5.599034558840922e-37
CCNC,12.938804,1.3748499,2.7182784856093037e-38,5.964402078690463e-37
TAOK3,12.93475,1.1718373,2.865553708422632e-38,6.278751026201611e-37
FAM133B,12.9306555,1.1923547,3.0223243627825317e-38,6.617622246369501e-37
GPI,12.930351,1.624919,3.0342981441639384e-38,6.639197008519712e-37
RPF1,12.926952,1.2939173,3.171410191415794e-38,6.934359253032119e-37
HDAC1,12.926263,1.3072656,3.199981580244709e-38,6.991948587511659e-37
TMEM179B,12.925549,1.2245697,3.2298651589852816e-38,7.052322733123303e-37
VPS35,12.920152,1.343904,3.464570921867901e-38,7.559524748056156e-37
COA6,12.91872,1.5831774,3.529645758644466e-38,7.696151695607027e-37
C6orf62,12.915993,1.0048743,3.656982506633725e-38,7.968251862575406e-37
TMEM126B,12.915051,1.1262347,3.701980517834213e-38,8.060689290257792e-37
GBP4,12.914756,1.5906186,3.716224539615319e-38,8.086081067400641e-37
ELP5,12.912401,1.4479431,3.831633845332965e-38,8.325627156920227e-37
RGCC,12.912401,1.198701,3.831633845332965e-38,8.325627156920227e-37
DDB2,12.908552,1.400556,4.0280398849148335e-38,8.746321555934004e-37
MLX,12.90302,1.6003405,4.328001298898997e-38,9.39113296395194e-37
EAPP,12.899656,1.0640365,4.52106336369761e-38,9.803255885092512e-37
POLDIP2,12.899437,1.5671782,4.533995933547409e-38,9.82449457960574e-37
DERL2,12.895803,1.2973361,4.752835650563634e-38,1.0291565494799304e-36
ATP6AP2,12.894879,1.032509,4.810180291230323e-38,1.0408538707582076e-36
HM13,12.890765,1.338313,5.073756810735461e-38,1.0971298308075829e-36
IQGAP1,12.883719,1.2323478,5.559056233205911e-38,1.2012395425666688e-36
SP100,12.880485,1.149177,5.797044337100062e-38,1.251801760268552e-36
RPF2,12.87898,1.5253929,5.911213194770729e-38,1.2755754399825383e-36
DPM1,12.875682,1.2613633,6.169207072928009e-38,1.3303308723171413e-36
DNAJC2,12.873553,1.4241747,6.341591420593015e-38,1.366562759602119e-36
ZFAND5,12.872535,1.3501253,6.425819050263281e-38,1.3837607997441098e-36
FAM3C,12.8689375,1.6713954,6.732208919248611e-38,1.4487435977360362e-36
RNMT,12.868488,1.1893457,6.771422860464515e-38,1.4561814641758546e-36
POLR2G,12.866086,1.1466608,6.985315029565049e-38,1.5011475558731038e-36
AP3D1,12.860379,1.625672,7.52065817748136e-38,1.6150845555220773e-36
AC127070.1,12.854738,1.3024327,8.08996510538895e-38,1.7337775319290443e-36
RAB18,12.854422,1.3036036,8.123150619101605e-38,1.739698830606637e-36
TMEM33,12.847436,1.714988,8.89086674100087e-38,1.9015159052423377e-36
SMIM30,12.8472805,1.4392295,8.908711300493036e-38,1.904031805663737e-36
NDUFAF4,12.845975,1.5696667,9.060361697136988e-38,1.935122681439674e-36
C1orf122,12.845473,1.4663934,9.119217619073339e-38,1.946365527408352e-36
RPS28P7,12.840924,1.1652117,9.671293657895888e-38,2.06279206895353e-36
C1D,12.840753,1.3829476,9.692794596194563e-38,2.0659706712147586e-36
YBX1,12.837335,1.3031694,1.013018859788485e-37,2.1577301713494733e-36
EEF1B2P6,12.835224,1.242126,1.0410154120124794e-37,2.215855442931525e-36
GTF2H5,12.831022,1.3132234,1.0990390342815304e-37,2.3377725001622963e-36
RGS16,12.830775,2.152141,1.1025540968230662e-37,2.3436572522489492e-36
UBE2D3,12.824757,1.2456068,1.1916070629958823e-37,2.529519237251802e-36
GID8,12.817924,1.3590913,1.3013859935599275e-37,2.760684068045725e-36
IDH3B,12.815301,1.3464854,1.3461463401644466e-37,2.8537026443391325e-36
PYCR2,12.815169,1.4799607,1.3484404951068588e-37,2.8566319582064177e-36
CMTM3,12.806228,1.2596663,1.513136238160618e-37,3.203367731781414e-36
CD59,12.804202,1.0149094,1.5531322892309635e-37,3.285819264061534e-36
APOBEC3C,12.799385,1.067834,1.6525517009775523e-37,3.491433624109861e-36
MZT1,12.797244,1.4536985,1.6987293928686835e-37,3.586575591376356e-36
MITD1,12.796276,1.0617064,1.7200440154969626e-37,3.629130604395242e-36
NUP62,12.796001,1.6767766,1.72613600209301e-37,3.639531606837322e-36
ITGB2,12.791353,1.520772,1.832548660755107e-37,3.861300882698732e-36
PCMT1,12.788133,1.0172606,1.910073464458289e-37,4.021944199438701e-36
MRPL43,12.785378,1.3383797,1.978974956022214e-37,4.16422613225884e-36
USMG5,12.784985,1.244672,1.9890329636275423e-37,4.182579659109603e-36
SAR1B,12.784892,1.4477067,1.991394293517857e-37,4.184734679485747e-36
HNRNPA2B1,12.783487,1.2087691,2.0276970913623257e-37,4.258163891860884e-36
TAP2,12.781752,1.5499232,2.0734708279092097e-37,4.3513703145218e-36
C14orf2,12.773489,1.1075916,2.3058142140895747e-37,4.8260259931389487e-36
RNF5,12.769806,1.254139,2.417570519656342e-37,5.056549802335319e-36
GSTP1,12.769164,1.0882777,2.4375772800405323e-37,5.094992137206215e-36
VTRNA1-3,12.762652,1.7980382,2.650201016541493e-37,5.528344039235889e-36
RPL12P4,12.759127,1.252932,2.7729361248900718e-37,5.780519507751866e-36
ATXN2L,12.755999,1.7583408,2.886526141999804e-37,6.013308052704979e-36
NUDT21,12.751082,1.3377429,3.074473917908538e-37,6.396335737118553e-36
ESF1,12.749248,1.2678883,3.1476778184215083e-37,6.544285536028939e-36
CSNK2A1,12.748159,1.7139562,3.1919140413114646e-37,6.627454943468387e-36
PITPNB,12.743883,1.5702012,3.371859568259504e-37,6.987180340289432e-36
ANXA2,12.741224,1.0345535,3.488752832108913e-37,7.224625656492208e-36
RPS20P14,12.739042,1.0059487,3.587723692594146e-37,7.424667319155009e-36
H1FX,12.737925,1.2380427,3.6394726892187607e-37,7.521817120272515e-36
PSMG3,12.737568,1.5320694,3.656133534019164e-37,7.551266298395385e-36
HNRNPA1,12.735396,1.360902,3.7593179716493767e-37,7.759262031002876e-36
MAP2K2,12.73278,1.3298568,3.887467508469069e-37,8.018477941875824e-36
AL080243.2,12.728761,1.0795827,4.09281863791326e-37,8.430937129717242e-36
DNAJB11,12.721195,1.6562693,4.509113059303922e-37,9.282369427999022e-36
SSR4,12.720805,1.1328211,4.531673168767525e-37,9.322681904551905e-36
FAM162A,12.708335,1.0727283,5.31539978009327e-37,1.0927805811851632e-35
VPS4A,12.706851,1.4206625,5.417234780887676e-37,1.1129858151205644e-35
TMX1,12.705996,1.2381133,5.476797635306051e-37,1.1244853164529034e-35
ANKLE2,12.704088,1.4423817,5.61200138276779e-37,1.1514900084917579e-35
CAPRIN1,12.686149,1.5089611,7.057192080781596e-37,1.446123961003616e-35
ETFA,12.682746,1.4298854,7.370399763170829e-37,1.50931711566149e-35
MRPS5,12.676943,1.1887399,7.936762985464525e-37,1.6242352015547695e-35
MRPS18B,12.673196,1.1876966,8.325168182709488e-37,1.7026083668766608e-35
SCAMP2,12.670368,1.3707644,8.630834835107607e-37,1.7639691222066206e-35
EIF2S3,12.665869,1.0260086,9.140236010581904e-37,1.8668619029832355e-35
PLEKHJ1,12.665727,1.3593327,9.156856656224056e-37,1.869037410450009e-35
NFKBIB,12.664576,1.481463,9.292148812731184e-37,1.8954167522829067e-35
EPC1,12.663739,1.2020406,9.391720770754874e-37,1.914480267272825e-35
JUND,12.662448,1.281039,9.547532141050894e-37,1.9449757896450523e-35
ERCC1,12.660209,1.479914,9.823784842871195e-37,1.999951412322107e-35
DDX27,12.658982,1.3974566,9.978455603965795e-37,2.0301197103039185e-35
GRAMD1A,12.656871,1.4993517,1.0250390357770562e-36,2.084090730468533e-35
KPNA2,12.654554,1.5413064,1.055727086963994e-36,2.1450922011635048e-35
ITSN2,12.647943,1.3269606,1.1484341094778096e-36,2.33194684836963e-35
MAP2K1,12.64694,1.503417,1.1631732047432326e-36,2.360344537505856e-35
SF3B4,12.6432295,1.4634247,1.2194066753825276e-36,2.472852487882275e-35
MEA1,12.642957,1.2041231,1.2236417613403427e-36,2.4798347695357585e-35
CCDC71L,12.632718,2.2892883,1.3937981697356716e-36,2.8228469917589657e-35
STAU1,12.6320305,1.4163163,1.406033801298762e-36,2.845786965253105e-35
PTMS,12.631968,1.2812078,1.4071582281520022e-36,2.8462229510121025e-35
KMT2A,12.620416,1.3054227,1.6295891218311818e-36,3.29400032237935e-35
KDSR,12.619443,1.3781526,1.6498431601787723e-36,3.3327896250553247e-35
SATB1,12.614604,1.3560835,1.7543674944947273e-36,3.541650588015758e-35
EMB,12.614436,1.5353726,1.758106184820219e-36,3.5469112598521826e-35
SMARCA4,12.607969,1.8549459,1.9084817774269907e-36,3.8453328785724907e-35
GAR1,12.606449,1.709725,1.94563679713846e-36,3.917674196476033e-35
CARS,12.605749,1.473979,1.9629947474724706e-36,3.95008538162664e-35
PSMD12,12.589857,1.0500408,2.4010635618204854e-36,4.825398022089935e-35
RPL23AP65,12.589162,1.1043383,2.422327954019654e-36,4.865010299442553e-35
PITHD1,12.586973,1.1607791,2.490422674529598e-36,4.998565664243347e-35
DCXR,12.583968,1.2988354,2.5869976196124517e-36,5.189076391267486e-35
SERP1,12.583375,1.0928857,2.6065055422159325e-36,5.224858836896483e-35
CEBPG,12.58296,1.2150086,2.6202410486683296e-36,5.245675669747703e-35
SLC38A2,12.578067,1.0892464,2.7876777796113082e-36,5.57731494935525e-35
SUCLG1,12.572512,1.2427745,2.9907047458936224e-36,5.979690695956271e-35
TRIAP1,12.564916,1.4268448,3.292251446781617e-36,6.57841002234711e-35
AGO2,12.56474,1.4835458,3.2995899793708014e-36,6.588868740056068e-35
CELF1,12.560914,1.2299173,3.4631032291072826e-36,6.910976749941245e-35
